0_000_00_Ref Nr,APIS,BUDA RefNR to add to http://purl.bdrc.io/resource/,KDSB Set,KDSB vol,KDSB txt Nr,PP in KDSB,No of folios,Category=Subject (vocabulary) -> for APIS,Category (for team's orientation),Signature: letter indicating category,Signature: number indicating bundle,Drepung catalogue no,provenance and/or catalogue number (if not Drepung),Author's name (generic/as attested in manuscript),Author BDRC/BUDA ID,Author's dates,Title dkar chag KDSB/editorial/attested,Sanskrit title,Commentary on (sDe dge ref),Script,"mss proofread by scribe or later reader, indication on the mss A(bsent), P(resent), TBD (by defautl, to be determined; if blank=TBD)",Transkribus,Etext main txt,Marginal notes,Etext loc/origin,TEI doc w. tagged excerpts,Priority,Status of importance,Remark,Topics of interest (in addition to txt subject),Amount of references to views of Tibetan scholars/Number of names,SB - Author KDSB dkar chag check,SB Author (systematic network research done),Contents marked up (mss or etxt),TEI markup,Colophon marked up in etxt and harvest,Amount of data in colophon,place of composition,place of scribing/copy,Place names in colophons,Date in colophons,Scribe,Owner,dpe cha,Etext input by,"Additional e-text metadata/
comments",Drawings
4_103_02,,MW4PD3076_6A49B4,4,103,2,287-466,90,,dpe chos / bstan rim,la,410,,,dpal ldan ye shes,,14th c?,bsTan pa la ʼjug paʼi rim pa dpe chos rin chen spungs paʼi gtam rgyud. Colophon: dpe chos rin chen dpungs l nyer mkho ba'i // gtam brgyud rin chen ,,WA0NGMCP45233,,,,Not needed,no,,,Peri,Secondary/discard,"apparently from title (identical to that of previous work?), commentary on Poto ba's work WA0NGMCP45233. Title on cover page in dbu can. Requested by bla ma * pa blo gros rgyal mtshan dpal. rgyal sras dngul chu thogs med bzang po + Rin chen ye shes dbang phyug (teachers). Author: *po dpal ldan ye shes, compsed in: chos gra chen po dpal lan sa skya'i rin chen sgang gi shing khang bla brang gi gtsug lag mang du sbyar ba. Above, statement similar to the one in 103_01 about author ""dpal ye"", composing according to teaching of Bla ma rin chen ye shes, on request of Lhag bsam rin chen slob ma. (colophon to be re-checked, see KDSB intro). Presumably outside scope of project.",,,,,,,,author / teacher / requester / several places,,,chos gra chen po dpal lan sa skya'i rin chen sgang gi shing khang bla brang gi gtsug lag,,,,,,,
4_104_01,,MW4PD3076_A47E91,4,104,1,7-108,51,Madhyamaka,ŚS,,,,,dkon mchog gsum gyis 'bangs = sems dpa' chen po gzhon nu rgyal mchog,P1943,b. 14th c.,rGyal sras bslab pa kun las btus paʼi legs par bshad pa,,D3940,,,,Needed,yes,,,Peri,Important,"No Drepung signature. Double numbering of folios, volume ka. Parts of text appear as crossed due to color or highlighting. Addresses the views of some ""gzhan dag"" and ""kha cig"" (not identified). Worth checking out in spite of late dating. Text based on instruction of the bla ma (see colophon). Notes (zin bris) of  the gsung sgros of the mong brTson 'grus seng ge composed as a memorandum (brjed byang) on the instruction on the SS 28 verses and the author's own understanding, brought together (bsdebs) by the monk-renouncer *Triratnadāsa. Check out additional cursive note at the end.",,Yes,,,,,,author / title / source,,,,,,,,,,"niches: side illuminations on f. 1b (Buddha + Maitreya), 2a (Asanga + Vasubandhu). Introduction on mchod brjod is interesting"
4_104_02,,MW4PD3076_965367,4,104,2,109-150,21,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,sNgon ʼgroʼi chos zab mo nyams su len tshul.,,D3947,,,,Not needed,some,,,,Discard - late and outside scope of project,"No Drepung signature. Double numbering of folios, volume kha. This text does not deal with topics of scholasticsm. It is presented as a prelimanary to Bodhipaṭhapradīpa. It mainly discusses Atisha's life and the history surrounding him and his teachings in Tibet. So, it cites quite a few figures in the early bKa' gdams and has some interesting historical details. Later, it might be a good idea to see whether these correspond to those in other texts. The author is also an interesting figure. He collated a large volume of Mind Training texts (translated in the Library of Tibetan Classics series). (JS) Not closely relevant to project.",,"To Tibetan scholars, plenty, but not in relation to topics of scholasticism",,,ms completed mark-up,,,author,,,,,,,,,,niches: side illuminations; Some miniatures on the opening folios. 1b Ârya-Vimuktisena and bhaTTAraka vimuktasena
4_104_03,,MW4PD3076_1DA112,4,104,3,151-262,57,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,sNgon ʼgroʼi chos dge baʼi bshes gnyen bsten tshul sogs,,D3947,,,,Not needed,some,,,Peri,Discard,"No Drepung signature. Double numbering of folios, volume Ga. According to title, like the preceding work, is related to BPP and presmuably no relevant contents, in addition to late date. Is it a proper commentary on BBP (D3947)?",,,,,,,,author,,,,,,,,,,niches: side illuminations 1b: mchog gi sde (student of vimuktisena) and dul ba'i sde
4_104_04,,MW4PD3076_5918E2,4,104,4,263-350,44,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,Byang chub lam gyi sgron ma las sangs rgyas kyi bstan pa la ʼjug paʼi rim pa dal ʼbyor rnyed dkaʼ dang mi rtag paʼi chos bsam tshul zab mo,,D3947,,,,Not needed,some,,,,late / Secondary,"No Drepung signature. Double numbering of folios, volume Nga. Presumably no relevant content (although discussion of impermanence could be incentive to proving it) - have a look in case.",,,,,,,,author,,,,,,,,,,niches: side illuminations. 1b rnam snang mdzad and Slob dpon seng ge bzang po
4_104_05,,MW4PD3076_42B261,4,104,5,351-396,24,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,dal ʼbyor rnyed dkaʼ ba bsam paʼi tshul zab mo,,D3047,,,,Not needed,some,TibSchol incomplete,,Peri,Discard - late and outside scope of project,"No Drepung signature. Double numbering of folios, volume Ca. Text in three parts, dealing with the portion of the BPP on the difficulty to attain a human rebirth. Numerous references to the lineages of 'Brom ston, Potowa etc., to their works and Indian texts (not for contesting views).  Probably same author as previous volumes, and same collection as 4_105_02. Work with similar title but diff no of folios: Drepung 018122)
Double no. 1-24; 171-193",,15-20,,,etext markup completed (TD),,"(!colophon after part 1, but not after part 2 and 3)","title, speaker",,,,,,,N,TD,,niches: side illuminations 1b Ku sa li la and dge ba can
4_104_06,,MW4PD3076_CF99B2,4,104,6,397-431,19,,diverse - meditation on impermanence / Bodhipaṭhapradīpa?,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,Mi rtag pa sgom paʼi zur ʼdebs khyad par du ʼphags pa,,(D3047)?,,,,Not needed,yes (also some integrated within the main text),TibSchol incomplete,,Peri,Discard - late and outside scope of project,"No Drepung signature. Double numbering of folios, volume Cha. instructions for meditation on impermanence - unclear if related to BBP - with many citations of indian works and teachings of Kadampa masters (Atisha, Sha ra ba, dGe bsehs ston pa, rNgog Lo, Phya pa). Teaching requested from gZhon nu rgya mchog = dkon mchog gsum gyi 'bangs = chos rje rin po che",,20,,,etext markup completed (TD),,,teachers,,,,,,,N,TD,,niches: side illuminations 1b ser gling pa and A ti sha
4_104_07,,MW4PD3076_76DDE1,4,104,7,433-491,30,,diverse - karma / Bodhipaṭhapradīpa?,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,Las dang ʼbras bu sems paʼi tshul zab mo,,(D3047)?,,,,,some (corrections?),,,Peri,Discard - late and outside scope of project,"No Drepung signature. Double numbering of folios, volume Ja. Unclear whether related to BBP",,,,,,,,author,,,,,,,,,,niches: side illuminations 1b 'brom ston and dPal ldan dgon pa
4_105_01,,MW4PD3076_4487C4,4,105,1,3-54,26,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,Byang chub lam gyi sgron ma las dkon mchog gsum la skyabs su ʼgro baʼi sgo nas de yi bslab bya bslab tshul zab mo,,D3947,,Present,,Not needed,some,,,Peri,Discard - late,"No Drepung signature. Double numbering of folios, volume Nya. No authorship statement, but same collection as in vol. 104. miniatures on first folios. At the end, mention of pu to ba, ka ma pa, bsgoM brtson, glang ri thang pa, kham pa lung pa. Notes in dbu med and dbu can",,,,,,,,(none),,,,,,,,,,niches: side illuminations. 1b sNe zur pa and thag ma pa; 2a rNam seng & ?
4_105_02,,MW4PD3076_643797,4,105,2,55-109,29,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,dKon mchog gsum la skyabs su ʼgro baʼi sgo nas de yi bslab bya,,D3947,,,,Not needed,one,TibSchol incomplete,,Peri,Discard - late,"No Drepung signature. Double numbering of folios, volume Ta. Explanation of part of the BPP on the three refuges. Numerous references to dGe bshes ston pa, Sha ra ba, etc. . Probably same author or same collection as 4_104_05. check if corresponds to Drepung 108122",,15-20,,,etext markup completed (TD),,,author / place,,,dpal byams chen gyi gnas,,,,N,TD,,"niches: side illuminations. Miniatures on f. 1b (nam  kha'u rgyal mtshan + rdo rje blo bzang grags pa, nam mkha' rgyal mtshan) and 2a (rong ston chos rjeand sems dpa' chen po gzhun nu rgyal mchog)."
4_105_03,,MW4PD3076_F1755A,4,105,3,111-241,66,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,Mi dge bcu spangs shing dge ba bcu sgrub paʼi sgo nas las dang ʼbras bu spyi dang khyad pa bsam tshul zab mo,,D3947,,,,Not needed,no,,,Peri,Discard - late,"No Drepung signature. Double numbering of folios, volume Tha. Explanation of part of the BPP ",,,,,,,,author / place,,,dpal byams chen gyi gnas,,,,,,,niches: side illuminations. Miniatures on f. 1b (lung thob bla ma & bska' mnga' ba dpal 'byor shes rab) and 2a (mkhyen rabs kyi dbang phyug& 'phags chen yon tan mgon po).
4_105_04,,MW4PD3076_C044B0,4,105,4,243-330,44,Stages of the path,Bodhipaṭhapradīpa,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,sKyes bu ʼbring gi chos bsam paʼi tshul,,D3947,,,,Not needed,one,,,Peri,Discard - late,"No Drepung signature. Double numbering of folios, volume Da. Explanation of part of the BPP . Teaching requested from Triratnadasa by the ""bdag"" writing the verses at the end and referring to ""bdag gi bla ma rje btsun chos rje"".","Expression ""bka' gdams lam",,,,,,,author,,,dpal byams chen gyi gnas,,,,,,,niches: side illuminations. Miniatures on f. 1b (rje ye shes dpal & rje sangs rgyas grub pa) and 2a (rje rin po che dkon mchog rgyal mtshan pa &rje sangs rgyas seng ge)
4_105_05,,MW4PD3076_0844EC,4,105,5,331-532,102,,diverse - bsam pa byang chub la slob pa'i tshul / Bodhipaṭhapradīpa?,,,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,bSam pa byang chub la slob paʼi tshul,,(D3047)?,,,,Not needed,two,,,Peri,Discard - late,"No Drepung signature. Double numbering of folios, volume Na.Teaching in the lineage of 'Brom ston. Authorship statement ""mang du thos pa'i dge slong sangs rgyas 'bangs"". Unclear whether related to BPP, but since part of collection, is assumed here ot be the case.","Expression ""jo boa'i bka' srol""",,,,,,,author / place,,,,,,,,,,niches: side illuminations. Miniatures on f. 1b (rgyal ba 'od dpag med & rje btsun mi yo ba) and 2a (?&?).
4_106_01,,MW4PD3076_F44329,4,106,1,5-288,142,Mind training,blo sbyong,la,575,,,dkon mchog gsum gyis 'bangs = Sems dpa’ chen po gzhon du rgyal mchog,P1943,b. 14th c.,cover page:  blo sbyong legs bshad kun 'dus,,,dbu can (blockprint),,,Not needed,no,,,Peri,Discard - late,"dbu can. colophon : composed by dkon cog ‘bangs in gangs bu, based on rje btsun rnams, and without rang bzo. Lineage includin gAtisha, ‘brom ston … up to des bdag za hor bden la bka’ drin du stsal lo",,,,,,,,"author, lineage, place",,,gangs bu,,,,,,,
4_106_02,,MW4PD3076_7AA04C,4,106,2,291-502,108,Stages of the path,Bodhipaṭhapradīpa,nang wi-ka,,,,spyan snga ba blo gros rgyal mtshan,P58,1407-1472,Byang chub lam gyi rim paʼi khrid yig gzhan phan snying poʼi zung ʼjug rin po che,,D3947,,Present,,,,,,Discard,Discard - late,"late text on BPP. Blockprints of this work in Drepung dkar chag No. 1601 and No. 1936, with half the number of folios.",,,,,,,,"place, author",,,rgya ma rin chen sgang gi chos gra,,,,,,,
4_107_01,,MW4PD3076_3C4B76,4,107,1,9-415,204,Stages of the path,Bodhipaṭhapradīpa,la,182,,,kun dga' rgyal mtshan,P4271?,15th,(Cover page: byang chub lam gyi sgron ma'i rnam par bshad pa phul byung dgongs pa'i rgyan),,D3947,dbu can (blockprint?),,,Not needed,no,TibSchol incomplete etxt,,Discard,Discard - late,"Late text.  item not listed in 'Bras spungs dkar chag. Gives date since arrival of Jo bo in Tibet. After the colophon, long lineage in dbu med script and list of the author's teachers.",,,Done,done,,,done,transmission lineages,,,dpal rtses thang gi chos gra chen po,,,,,PH,,"With miniatures of Nagarjuna and Asanga on f. 1b, and of Atisha and 'Brom ston on f. 2a"
4_107_02,,MW4PD3076_82A280,4,107,2,417-424,4,Stages of the path,Bodhipaṭhapradīpa,,,,,kun dga' rgyal mtshan,P4271?,15th,(Cover page: byang chub lam gyi sgron ma'i bsdus don),,D3947,dbu can (blockprint?),,,,"no (lemmata only, in dbu med)",,,Discard,Discard - late,Late text. No Drepung signature on first folio. Topical outline only.,"beginn. Bstan bcos brtsom pa la 'jug pa'i yan lag; end, ""bka' gdams kyi bstan pa rin po che""",0,,,mss mark up complete (PH),,,"author, title, place",,,lha chen sha+m+bho'i gnas dang nye bar 'dug pa,,,,,,,
4_108_01,,MW4PD3076_A3FC02,4,108,1,3-69,34,,diverse - keypoints of the intention of the Buddha's words,,,,,Anonymous,,,bDe ba gshegs paʼi bkaʼ yi dgongs pa la nye ba mkho ba gces gces rnams phyogs gcig tu sdebs pa,,,,,,,no,,,,Discard ,"No Drepung number on cover page. Authorship statement? Or ownership statement (kyis for kyi)? ""skye bral 'chi bcom kun rig ye shes kyis"", in slightly bolder script (color?). Lots of citations from various Indian sutras. Does not seem to addres other scholars' views or contain pertinent contents.",,0?,,,,,,"author, scribe or owner",,,,,,,,,,
4_108_02,,MW4PD3076_567C08,4,108,2,71-89,10,,gzhi lam ‘bras / dbu tshad,tsa,45,15483,,Anonymous,,,gZhi lam ʼbras gsum gyi don rgyas tshig ʼdus kyi rtsa ba,,?,,,,Needed,no,TibSchol incomplete etxt,,Core,Important,"Commentary on a versified work of dbu tshad (prasangika orientation), addressing basic notions; discussion on rdzas ldog seems to rely on gTsang nag pa. Occasional citations pvin, pv, bca. Some arguments in te/phyir and in thal/phyir format (P5).",bden gnyis; tshad ma; mtshan nyid; rdzas ldog; thal 'gyur; dbu ma rtags bzhi,0-1,,,mss markup completed (PH); partial in etxt,,,(none),,,,,,,,PH,,
4_108_03,,MW4PD3076_72FD27,4,108,3,95-123/124,15,,dbu ma/meditation manual,la,298,018599,,dpa' bo rdo rje,P3357,,Srid zhi mnyam nyid kyi khrid thun bzhiʼi rnal ʼbyor nyams su len tshul,,,bru tsha,,,,no,TibSchol incomplete etxt,,Peri,Peri,"ornament of the madhyamaka system of Candrakirti written down by dPa' bo rdo rje according to the words (bka') of rJe btsun 'jam pa'i dbyangs. Discarded because late and no schol features, but of interest for dbu ma panorama. Multiple citations of Indian works but no intra-tib discussion. p. 124 seems to have been used for practicing handrwriting",,0,,,mss&etxt markup completed (TD),,,"title, author/scribe, teacher",,,Nyi ma dpal gyi dge ldan,,,,,TD,,
4_108_04,,MW4PD3076_35B6A8,4,108,4,125-151,14,,Sayings,la,209,18418,,Anonymous,,,Lung thor bu mang rab,,,,,,Not needed,no,TibSchol incomplete etxt,,Discard - not schol,Discard - not schol,"Words of advice etc. from several sources (Indian & many bKa’ gdams pa authors), most of which in verses. abundant ref to 'Brom ston and his ""sons"" (pu to ba, spyan nga…). No interesting schol features.",,15-20,,,mss&etxt markup completed (TD),,,(none),,,,,,,N,TD,,
4_108_05,,MW4PD3076_D5DA6C,4,108,5,157-355,99,Birth life stories,jātaka,,,,,Anonymous,,,sKyes paʼi rabs kyi rgyud chen po mchan bu,,D4150,,,,,,,,Discard,Discard - not pertinent,"No Drepung signature on cover page, which bears only a phyag 'tshal (for another work?). Tibetan translation of jâtakamâla of Āryaśūra AC513 (D4150) with abundant annotations that can count as an interlinear commentary, by unknown hand. Can be assumed not to be relevant to project. The 2 additional notes that follows the end of the text might provide info on the annotator.",,,,,,,,(none),,,,,,,,,,
4_108_06,,MW4PD3076_EC57DF,4,108,6,357-473,60,,avadāna?,la,573,,,bde chen btsun pa mnyam/mnyal nyid bzang po,P7326,,sTon pa don thams cad grub paʼi rtogs pa brjod pa padma dkar poʼi phreng ba. Cover page and incipit: rgyal bu don thams cad grub pa'i rtogs pa brjod pa pad ma dkar po'i phreng ba,rA  jA pu tra sa+r+va sid d+dA r+tha a ba da na pu+N+Da ri ka mA la,,,,,,no,,,Discard,Discard - not pertinent,"Ownership on cover page. Authorship invo in closing verses. Temporal indication: de bzhin gshegs pa yongs su mya ngan las 'das nas lo stong phrag gnyis dang brgya bdun bcu rtsa brgyad 'das // lo pho khyi'i lo <su *""> zla ba sh+ta ba'i tshe grub par 'gyis pa'o //. At the end, four lines in cursive script, at the beginning versified.",,,,,,,,"title, author, place, date",,,dpal ldan rnams rgyal gtsug lag khang,"de bzhin gshegs pa yongs su mya ngan las 'das nas lo stong phrag gnyis dang brgya bdun bcu rtsa brgyad 'das // lo pho khyi'i lo <su *""> zla ba sh+ta ba'i tshe",,zur *an,,,,niches: side illuminations of rdo rje 'chang and Shakya thub pa on f. 1b
4_109_01,,MW4PD3076_3643E4,4,109,1,5-558,280,,Lankavatara / Sandhinirmocana,,,,,Anonymous,,,phags pa lang dkar bshegs pa'i mdo las sangs rgyas thams cad kyi gsung gi snying po zhes bya ba'i le'u rgya cher 'grel pa,,D4033,dbu can (several hands),,,Needed later,very few /zhus shig),TibSchol incomplete,,Peri,Secondary,"no drepung signature; not in Drepung dkar chag. F. 2 missing. Pages 19 and 20 blank - folio 9ab missing. No colophon
lemmas originally written in color, appear faded on black and white facsimilie",,,,,,,,title,,,,,,,,PH,,
4_110_01,,MW4PD3076_15BE1C,4,110,1,5-150,73,Monastic rules,Monastic rules,wa,30,16229,,Anonymous,,,Dul ba so thar gyi rnam bshad,,D2,,,,Needed later,,,,Peri,Secondary,Presumably a commentary on pratimokshasutra,,,,,,,,(none?),,,,,,,,,,
4_110_02,,MW4PD3076_EDA286,4,110,2,151-211,31,Monastic rules,Monastic rules,,,,,Atisha,,,Dul ba nas ʼphros paʼi jo bo a ti shas gsung sgros,,,,,,Needed later,yes (id),,,Peri,Secondary,,,,,,,,,(none?),,,,,,,,,,
